split_type,cell_line,model,full_combination,ablated_environment,reduced_combination,r2_full,r2_reduced,delta_r2_ablation,delta_rmse_ablation,n_paired,status,warning
single,hek293t,xgboost,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0096359384694149,0.0316066736129798,0.0219707351435649,-0.001333086631179689,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0167968400307224,0.0190666566113274,0.002269816580604999,-0.0001375315320650966,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0188954814013209,0.0190666566113274,0.00017117521000650088,-1.0377301998709676e-05,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0316066736129798,0.044806695998697,0.0132000223857172,-0.0008081995922511048,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0188954814013209,0.044806695998697,0.025911214597376102,-0.001581279688425405,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0096359384694149,0.0188954814013209,0.009259542931906,-0.000560006535005389,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0188954814013209,0.0188954814013209,-0.0,-0.0,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0096359384694149,0.0167968400307224,0.007160901561307501,-0.00043285230493900206,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0096359384694149,0.0316066736129798,0.0219707351435649,-0.001333086631179689,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0096359384694149,0.0096359384694149,-0.0,-0.0,1,ok,CI_UNAVAILABLE
single,hek293t,xgboost,all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0096359384694149,0.0188954814013209,0.009259542931906,-0.000560006535005389,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf,ctcf,sequence,0.0803180918303588,0.0685170169818476,-0.0118010748485112,0.0011441301677685978,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase,dnase,sequence,0.078055564049665,0.0685170169818476,-0.009538547067817399,0.0009242087830841073,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_h3k4me3,h3k4me3,sequence,0.0637529270326924,0.0685170169818476,0.004764089949155198,-0.0004598301783907133,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_rrbs,rrbs,sequence,0.0635993921228823,0.0685170169818476,0.004917624858965297,-0.00047462989223689966,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.0699838651334383,0.0803180918303588,0.01033422669692051,-0.0010023132662196899,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.083140259334809,0.0803180918303588,-0.0028221675044501904,0.0002746987875703877,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0870765976080532,0.0803180918303588,-0.006758505777694393,0.0006585536720500884,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.0699838651334383,0.078055564049665,0.008071698916226708,-0.0007823918815351993,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0727466610750829,0.078055564049665,0.0053089029745821,-0.0005149769288431971,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.0668859205337433,0.078055564049665,0.011169643515921701,-0.0010817743817945202,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.083140259334809,0.0637529270326924,-0.01938733230211659,0.0018786591337296987,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0727466610750829,0.0637529270326924,-0.008993734042390497,0.0008690620326316234,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0734982009465675,0.0637529270326924,-0.0097452739138751,0.0009418735479616025,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0870765976080532,0.0635993921228823,-0.02347720548517089,0.002277313732055586,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.0668859205337433,0.0635993921228823,-0.003286528410860995,0.0003170642935264867,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0734982009465675,0.0635993921228823,-0.009898808823685198,0.0009566732618077889,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0712387501360465,0.0699838651334383,-0.0012548850026082026,0.00012141280202809801,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0610257155061446,0.0699838651334383,0.008958149627293695,-0.0008643512015548971,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0712387501360465,0.083140259334809,0.011901509198762497,-0.0011555992517619795,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0790473224617382,0.083140259334809,0.004092936873070788,-0.0003982528964869003,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0610257155061446,0.0870765976080532,0.026050882101908597,-0.0025252181398246754,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0790473224617382,0.0870765976080532,0.00802927514631499,-0.000782107780966601,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0712387501360465,0.0727466610750829,0.0015079109390364054,-0.0001460021506639042,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0741035274606985,0.0727466610750829,-0.0013568663856155933,0.0001314789012601958,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0610257155061446,0.0668859205337433,0.005860205027598701,-0.0005649687012955762,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0741035274606985,0.0668859205337433,-0.007217606926955195,0.0006982763542115189,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0790473224617382,0.0734982009465675,-0.005549121515170702,0.0005385326892811959,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0741035274606985,0.0734982009465675,-0.000605326514130991,5.86673859302167e-05,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0839952925913092,0.0712387501360465,-0.012756542455262698,0.0012389082789924788,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0839952925913092,0.0610257155061446,-0.022969577085164596,0.002224672282575474,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0839952925913092,0.0790473224617382,-0.004947970129570989,0.0004815619237173996,1,ok,CI_UNAVAILABLE
single,hela,cnn(3|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0839952925913092,0.0741035274606985,-0.0098917651306107,0.0009614272270683788,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf,ctcf,sequence,0.0800025015118214,0.1004897576259579,0.0204872561141365,-0.0020034935293163914,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase,dnase,sequence,0.0812967940510498,0.1004897576259579,0.0191929635749081,-0.0018775861536876881,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_h3k4me3,h3k4me3,sequence,0.076765109984681,0.1004897576259579,0.023724647641276894,-0.0023180361964390828,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_rrbs,rrbs,sequence,0.1072008840063104,0.1004897576259579,-0.006711126380352511,0.0006612472981669115,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.0775939608372582,0.0800025015118214,0.0024085406745631976,-0.00023406469741429903,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0769969888292233,0.0800025015118214,0.003005512682598091,-0.00029203183673920385,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0744513868223598,0.0800025015118214,0.005551114689461595,-0.0005390045848026048,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.0775939608372582,0.0812967940510498,0.003702833213791598,-0.00035997207304300227,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0716292490850585,0.0812967940510498,0.009667544965991301,-0.0009383173868000028,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.1175420697963045,0.0812967940510498,-0.0362452757452547,0.003562634992222008,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0769969888292233,0.076765109984681,-0.000231878844542302,2.2510830383487557e-05,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0716292490850585,0.076765109984681,0.0051358608996225075,-0.0004978673440486081,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0607733904200245,0.076765109984681,0.015991719564656504,-0.0015457161126360974,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0744513868223598,0.1072008840063104,0.03274949718395061,-0.0032037454122859077,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.1175420697963045,0.1072008840063104,-0.010341185789994087,0.0010238015403674083,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0607733904200245,0.1072008840063104,0.04642749358628591,-0.004524999607242092,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0738350798165747,0.0775939608372582,0.003758881020683502,-0.0003646825299442047,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.1089418377300953,0.0775939608372582,-0.03134787689283711,0.003070747315431388,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0738350798165747,0.0769969888292233,0.003161909012648609,-0.00030671539061929987,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.1053489724805385,0.0769969888292233,-0.028351983651315193,0.0027740562588453033,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.1089418377300953,0.0744513868223598,-0.034490450907735504,0.003375687202819694,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.1053489724805385,0.0744513868223598,-0.030897585658178697,0.0030210290069087042,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0738350798165747,0.0716292490850585,-0.0022058307315162007,0.0002136627838127958,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.096683310684704,0.0716292490850585,-0.025054061599645502,0.002441950367818302,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.1089418377300953,0.1175420697963045,0.00860023206620919,-0.0008518597498336222,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.096683310684704,0.1175420697963045,0.020858759111600497,-0.002059002011203709,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.1053489724805385,0.0607733904200245,-0.044575582060514,0.004342283201864888,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.096683310684704,0.0607733904200245,-0.0359099202646795,0.003489799136405791,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.1093150267516582,0.0738350798165747,-0.03547994693508351,0.003472308963958115,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.1093150267516582,0.1089418377300953,-0.00037318902156290024,3.687911858252235e-05,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.1093150267516582,0.1053489724805385,-0.003966054271119707,0.0003915373144935119,1,ok,CI_UNAVAILABLE
single,hela,cnn(5|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.1093150267516582,0.096683310684704,-0.012631716066954207,0.001244021379952609,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf,ctcf,sequence,0.1054343170195002,0.118753442357289,0.013319125337788798,-0.0013184220428832938,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase,dnase,sequence,0.1084901439417206,0.118753442357289,0.010263298415568403,-0.0010168068467162894,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_h3k4me3,h3k4me3,sequence,0.0918933139341439,0.118753442357289,0.0268601284231451,-0.002648783694205986,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_rrbs,rrbs,sequence,0.0897638746284082,0.118753442357289,0.02898956772888081,-0.0028570896450220984,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.1051575000549199,0.1054343170195002,0.0002768169645803037,-2.729682982149928e-05,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.1259907210063595,0.1054343170195002,-0.02055640398685929,0.0020389987552089095,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.1232173940306776,0.1054343170195002,-0.017783077011177387,0.0017625222901798965,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.1051575000549199,0.1084901439417206,0.0033326438868006986,-0.00032891202598850366,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.1302863933120697,0.1084901439417206,-0.021796249370349102,0.0021664919015194906,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.1234205343900625,0.1084901439417206,-0.014930390448341893,0.0014811435581467969,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.1259907210063595,0.0918933139341439,-0.03409740707221559,0.003369360406531602,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.1302863933120697,0.0918933139341439,-0.0383930793779258,0.0037984687490091873,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.1209094468906103,0.0918933139341439,-0.029016132956466392,0.0028631349573446097,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.1232173940306776,0.0897638746284082,-0.0334535194022694,0.003301189892318701,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.1234205343900625,0.0897638746284082,-0.0336566597616543,0.003321426356452606,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.1209094468906103,0.0897638746284082,-0.031145572262202104,0.003071440908160722,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.1192032873772876,0.1051575000549199,-0.014045787322367692,0.001390421068279718,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.1097546587291357,0.1051575000549199,-0.004597158674215798,0.00045387292497561793,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.1192032873772876,0.1259907210063595,0.006787433629071901,-0.0006758745167506908,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.1065930900353463,0.1259907210063595,0.0193976309710132,-0.0019246866597937007,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.1097546587291357,0.1232173940306776,0.013462735301541892,-0.0013359461950257778,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.1065930900353463,0.1232173940306776,0.016624303995331297,-0.0016482101947646877,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.1192032873772876,0.1302863933120697,0.011083105934782109,-0.0011049828592282762,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.1182386884770402,0.1302863933120697,0.01204770483502951,-0.001200823406613677,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.1097546587291357,0.1234205343900625,0.013665875660926793,-0.0013561826591596826,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.1182386884770402,0.1234205343900625,0.005181845913022301,-0.0005154750632409832,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.1065930900353463,0.1209094468906103,0.014316356855264,-0.0014184612106067085,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.1182386884770402,0.1209094468906103,0.002670758413570104,-0.0002654896149490993,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.114125383575098,0.1192032873772876,0.005077903802189601,-0.0005039428125267198,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.114125383575098,0.1097546587291357,-0.004370724845962293,0.0004326053307773803,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.114125383575098,0.1065930900353463,-0.007532293539751697,0.0007448693305162901,1,ok,CI_UNAVAILABLE
single,hela,cnn(7|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.114125383575098,0.1182386884770402,0.0041133049019422,-0.0004081022651413191,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf,ctcf,sequence,0.0734934726701228,0.0806070904811947,0.007113617811071907,-0.0006906555948737736,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase,dnase,sequence,0.0807225503449131,0.0806070904811947,-0.00011545986371840067,1.1231902415920203e-05,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_h3k4me3,h3k4me3,sequence,0.0769483723004584,0.0806070904811947,0.003658718180736306,-0.00035555449973448394,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_rrbs,rrbs,sequence,0.0859122023507527,0.0806070904811947,-0.005305111869557996,0.0005168101648254098,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase,dnase,sequence_ctcf,0.0735486529373494,0.0734934726701228,-5.518026722660385e-05,5.347185427884149e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0662529285717316,0.0734934726701228,0.0072405440983911995,-0.0007002613666008128,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0788161352236229,0.0734934726701228,-0.005322662553500099,0.0005165222119528912,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase,ctcf,sequence_dnase,0.0735486529373494,0.0807225503449131,0.0071738974075637035,-0.0006965403118618096,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0769620660660459,0.0807225503449131,0.0037604842788672016,-0.00036545695608131146,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_rrbs,rrbs,sequence_dnase,0.0859596530088222,0.0807225503449131,-0.005237102663909102,0.0005102075391164862,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0662529285717316,0.0769483723004584,0.0106954437287268,-0.0010353624617401025,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0769620660660459,0.0769483723004584,-1.3693765587505236e-05,1.329446069092688e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0824048624916541,0.0769483723004584,-0.0054564901911957064,0.0005305213282167098,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0788161352236229,0.0859122023507527,0.007096067127129804,-0.0006909435477462922,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_rrbs,dnase,sequence_rrbs,0.0859596530088222,0.0859122023507527,-4.74506580695061e-05,4.629276706996643e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0824048624916541,0.0859122023507527,0.003507339859098596,-0.00034184333634318387,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0662233071581248,0.0735486529373494,0.0073253457792245985,-0.0007084677677962059,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0787862090096578,0.0735486529373494,-0.0052375560723084,0.0005082667593009071,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0662233071581248,0.0662529285717316,2.9621413606795155e-05,-2.859215767508916e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0715283842870437,0.0662529285717316,-0.0052754557153120996,0.0005099402534569919,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0787862090096578,0.0788161352236229,2.9926213965095205e-05,-2.9082672240998697e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0715283842870437,0.0788161352236229,0.007287750936579199,-0.0007068433250967121,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0662233071581248,0.0769620660660459,0.0107387589079211,-0.001039551123576704,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0823983264759943,0.0769620660660459,-0.005436260409948393,0.0005285554589820052,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0787862090096578,0.0859596530088222,0.0071734439991644056,-0.0006984810916773887,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0823983264759943,0.0859596530088222,0.0035613265328279103,-0.0003471090362157925,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0715283842870437,0.0824048624916541,0.010876478204610407,-0.0010559435364998204,1,ok,CI_UNAVAILABLE
single,hela,linear,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0823983264759943,0.0824048624916541,6.536015659808214e-06,-6.364231656119657e-07,1,ok,CI_UNAVAILABLE
single,hela,linear,all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0715023761826328,0.0662233071581248,-0.005279069024508004,0.0005102819049712104,1,ok,CI_UNAVAILABLE
single,hela,linear,all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0715023761826328,0.0787862090096578,0.007283832827024994,-0.0007064526221259027,1,ok,CI_UNAVAILABLE
single,hela,linear,all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0715023761826328,0.0715283842870437,2.600810441089063e-05,-2.5175642532904163e-06,1,ok,CI_UNAVAILABLE
single,hela,linear,all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0715023761826328,0.0823983264759943,0.01089595029336149,-0.0010578246775874989,1,ok,CI_UNAVAILABLE
single,hela,mlp,sequence_ctcf,ctcf,sequence,0.0796082455552054,0.0730918116619281,-0.006516433893277301,0.0006324354118451003,1,ok,CI_UNAVAILABLE
