model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
transformer,mixed,none,sequence_ctcf_rrbs,43,11736,2514,2499,0.0733834743670689,0.1261987863751152,0.1605834133771009,0.2861457392093306,0.2753111756148781,0.0257870326518408,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_ctcf_rrbs_seed_43
linear,mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0803306159511458,0.1275693149025867,0.1599803081291275,0.285096539048729,0.2819074956318089,0.0255936989890905,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_h3k4me3_seed_43
linear,mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0644163143832835,0.129944125814827,0.1642672425563337,0.2597384774450792,0.2486598740331814,0.0269837269770613,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_h3k4me3_seed_44
linear,mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0673822512281101,0.1236964320493241,0.1567460857319913,0.2664382487766686,0.2548747763330501,0.0245693353923007,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_h3k4me3_seed_45
linear,mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,-1.692202567621396e+19,13349607.829663573,670942305.6834427,-0.0263391993700809,0.2930567405505441,4.501635775558143e+17,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_h3k4me3_seed_42
xgboost,mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0866421744311374,0.1223999782952424,0.1551191239392505,0.2953544967922198,0.2878840489189441,0.0240619426116805,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_h3k4me3_seed_45
xgboost,mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.1072303900004244,0.1210129255517189,0.1541092479710328,0.3283133656944663,0.3173246920169182,0.0237496603101972,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_h3k4me3_seed_42
xgboost,mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0969838302178405,0.1257037312086929,0.1585252431348583,0.3127926657818649,0.3122652080093898,0.0251302527109659,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_h3k4me3_seed_43
xgboost,mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0869557840615787,0.1280281497649268,0.1622764699255672,0.2956660051686589,0.2909263888965286,0.0263336526915035,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_h3k4me3_seed_44
mlp,mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0791367631304738,0.1240549656370717,0.1600841122798803,0.2966393565666626,0.2882984365944311,0.0256269230044373,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_h3k4me3_seed_43
mlp,mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0623654039080722,0.1285160796856712,0.1644471906390023,0.2685643836841494,0.2717405650973075,0.0270428785090603,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_h3k4me3_seed_44
mlp,mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0755885407855232,0.123374071802123,0.1560549419610898,0.2763232674215861,0.2493865661330578,0.0243531449104791,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_h3k4me3_seed_45
mlp,mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.0834835881717455,0.1246962220448371,0.1561453750064425,0.2984208891720502,0.2910348237452475,0.0243813781359025,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_h3k4me3_seed_42
cnn(3|3),mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0484399112304865,0.1289397895642632,0.1627304305566486,0.2204220333680231,0.22142426216806,0.0264811930291522,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_3
cnn(3|3),mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0249116861567316,0.1309567257502241,0.167699443996826,0.1848937496716318,0.1854229052100763,0.0281231035168445,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_3
cnn(3|3),mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0379750533950282,0.1255802520274435,0.1591981561110599,0.1982668896402118,0.1979849221797548,0.0253440529091614,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_3
cnn(3|3),mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.0532486350346589,0.1240360694743267,0.1587000165061697,0.2325682713393339,0.235968287715352,0.0251856952390585,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_3
cnn(5|3),mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.0798701370623944,0.1223681606515822,0.1564528810362249,0.2889159883727117,0.2782251316400635,0.0244775039845351,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_5
cnn(5|3),mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0652144632111402,0.127852932874469,0.1641971592043269,0.2712063598589556,0.2660057771754974,0.026960707090771,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_5
cnn(5|3),mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0820387441970689,0.1259591322160559,0.1598316710795422,0.2870459998826942,0.2858034925430524,0.0255461630800789,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_5
cnn(5|3),mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0685729825047379,0.1216162139956816,0.1566459900177511,0.2794783695943788,0.2687061647281303,0.0245379661886413,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_5
cnn(7|3),mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0861837853879624,0.1272760700316124,0.1623450595663499,0.2977443581779957,0.2790163994643254,0.0263559183656017,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_7
cnn(7|3),mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.0599619829566457,0.1252998032653386,0.1581363501224533,0.2502125887195024,0.245535481040544,0.0250071052300511,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_7
cnn(7|3),mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.0906459815250092,0.1244294509258247,0.1590805777469122,0.3040079066941538,0.303808861908693,0.0253066302162913,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_7
cnn(7|3),mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0624236133536757,0.120831483605163,0.157162235156057,0.2849381697096911,0.2654489189188588,0.0246999681592477,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_7
transformer,mixed,none,sequence_dnase_h3k4me3,44,11709,2537,2503,0.0639978373963189,0.1285035751705681,0.1643039759755845,0.2620088106920662,0.2593275577871651,0.0269957965213854,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_h3k4me3_seed_44
transformer,mixed,none,sequence_dnase_h3k4me3,42,11738,2485,2526,0.0847400035979555,0.1214732989767448,0.156038311599568,0.2946817067757897,0.2916781771864962,0.0243479546868438,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_h3k4me3_seed_42
transformer,mixed,none,sequence_dnase_h3k4me3,45,11694,2554,2501,0.0731509254538279,0.121338531941205,0.1562605600716103,0.2854716729864588,0.2738842907888422,0.0244173626338933,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_h3k4me3_seed_45
transformer,mixed,none,sequence_dnase_h3k4me3,43,11736,2514,2499,0.09977690414075,0.125113497466003,0.1582798900351087,0.3160153932261216,0.3131647963295252,0.0250525235895261,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_h3k4me3_seed_43
linear,mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0823230604577693,0.1273395459921645,0.1598069171686239,0.2882422744584448,0.2840906686475006,0.0255382507749394,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_rrbs_seed_43
linear,mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,-2.1003734615547957e+19,14872726.566506112,747493229.0871888,-0.026339199372179,0.2922960822811773,5.5874612753119264e+17,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_rrbs_seed_42
linear,mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.070288555493798,0.1234047240921075,0.1565016622906701,0.2709636817925317,0.2588852338341475,0.0244927702997429,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_rrbs_seed_45
linear,mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0619667754663532,0.1299813978592209,0.1644821436802642,0.2562298557070659,0.2469358266349935,0.027054375589655,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_dnase_rrbs_seed_44
xgboost,mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0991059258447055,0.1254833828545456,0.1583388657431181,0.3153297419209848,0.3168307161472688,0.0250711964048171,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_rrbs_seed_43
xgboost,mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0889899696371921,0.1279221509501064,0.1620955999782446,0.300015155659575,0.2930832015073753,0.026274983532307,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_rrbs_seed_44
xgboost,mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.1079402659588442,0.1206925802851391,0.1540479666481284,0.3286054659847645,0.3151061453850876,0.0237307760284228,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_rrbs_seed_42
xgboost,mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0836812370102991,0.1226624124460709,0.1553703542721039,0.2908331852316602,0.2826259229508321,0.024139946986639,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_dnase_rrbs_seed_45
mlp,mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.0804530578389906,0.1255514165867128,0.1564033151611423,0.2975422742784553,0.2889020070311722,0.0244619969933956,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_rrbs_seed_42
mlp,mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0586926760113419,0.1317963210867343,0.164768946845039,0.2624326866350936,0.2535942963498478,0.0271488058444233,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_rrbs_seed_44
mlp,mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0773782588504188,0.1238761381402441,0.1602368897605578,0.2924980094290196,0.2988211373261133,0.0256758608401371,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_rrbs_seed_43
mlp,mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0684457510249694,0.1222277178540734,0.156656688451536,0.2739985920606589,0.251705200788461,0.0245413180366016,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_dnase_rrbs_seed_45
cnn(3|3),mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0264587315583141,0.1307177241684,0.1675663577747488,0.1856893529928633,0.185937769547462,0.0280784842578951,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_3
cnn(3|3),mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.038178286558445,0.1312193359309972,0.1636055201805746,0.2062266966631452,0.2072873653465611,0.0267667662335564,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_3
cnn(3|3),mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.0515721608479374,0.1239089551364599,0.1588404645763997,0.2287756431859826,0.2343070116707409,0.0252302931868465,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_3
cnn(3|3),mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0411999314467014,0.1248889445117153,0.1589311019086633,0.2110392667470687,0.205025790970075,0.0252590951539019,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_3
cnn(5|3),mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0669066739364396,0.1235453925198229,0.1567860460362719,0.2809062737441033,0.2726179419281913,0.0245818642316879,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_5
cnn(5|3),mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0753618917770335,0.1256508276023918,0.1604118910839018,0.2781508452967599,0.2787196018356974,0.0257319748011135,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_5
cnn(5|3),mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.0694806111396508,0.1225110058786814,0.1573336852591125,0.2923381911597458,0.2806081689249942,0.0247538885172134,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_5
cnn(5|3),mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.060886029487171,0.128547335636277,0.1645768696655242,0.2667628122811715,0.2693207439669472,0.0270855460289029,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_5
cnn(7|3),mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.0997368464221997,0.1193012704444297,0.1547546615180987,0.3199162507105129,0.3035519033167252,0.0239490052615813,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_7
cnn(7|3),mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0836957502070805,0.1289757469020072,0.1625659166981192,0.3004042317553463,0.2824718944641909,0.0264276772718998,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_7
cnn(7|3),mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0696456805944212,0.124343837136003,0.1609069687976993,0.2828305423014264,0.2859883088866802,0.0258910526076637,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_7
cnn(7|3),mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0608728465172542,0.1210360883751458,0.1572921559224612,0.2743622785856539,0.2557083725585862,0.0247408223147358,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_7
transformer,mixed,none,sequence_dnase_rrbs,43,11736,2514,2499,0.0941178412107189,0.1264224690534001,0.1587766072307348,0.3130273636284967,0.3021876223480212,0.025210011003703,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_rrbs_seed_43
transformer,mixed,none,sequence_dnase_rrbs,42,11738,2485,2526,0.0694032348709355,0.1233833885678455,0.1573402265738816,0.2639200388544724,0.2619293095607487,0.0247559468983204,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_rrbs_seed_42
transformer,mixed,none,sequence_dnase_rrbs,44,11709,2537,2503,0.0786544273147457,0.1282367675278307,0.1630125058749825,0.2852706435231542,0.2795007028487415,0.0265730770716412,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_rrbs_seed_44
transformer,mixed,none,sequence_dnase_rrbs,45,11694,2554,2501,0.0600330974412819,0.1249040340376477,0.1573624639889106,0.2488954720484595,0.2342459345482361,0.0247629450726611,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_dnase_rrbs_seed_45
linear,mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0589571781682634,0.1299617345832612,0.1647457956367615,0.2505320012599395,0.2480125320418717,0.0271411771799896,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_h3k4me3_rrbs_seed_44
linear,mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.0851724752848341,0.1220473614098593,0.1560014422260989,0.2924900354739116,0.290478207582208,0.0243364499766228,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_h3k4me3_rrbs_seed_42
linear,mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.067954741134646,0.1236192682706166,0.1566979688441133,0.2674907311352749,0.2557765325102095,0.0245542534398707,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_h3k4me3_rrbs_seed_45
linear,mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0815410109936629,0.1273552520968466,0.1598749968453489,0.2868328275915215,0.2806025314009666,0.0255600146163003,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_h3k4me3_rrbs_seed_43
xgboost,mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0954487805222663,0.1255863895611593,0.158659925550383,0.3102471342439737,0.3115170516519567,0.025172971975653,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_h3k4me3_rrbs_seed_43
xgboost,mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0874132822220339,0.1281028990170543,0.1622358089764586,0.2982622712121821,0.29504363248057,0.0263204577142459,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_h3k4me3_rrbs_seed_44
xgboost,mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.0844539911399746,0.1226196804796572,0.1553048266350744,0.292944841086674,0.2835692794981027,0.0241195891761505,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_h3k4me3_rrbs_seed_45
xgboost,mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.1017605129757017,0.1209614642617555,0.1545806301690171,0.3190233699001213,0.3093061116514469,0.0238951712234504,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_h3k4me3_rrbs_seed_42
mlp,mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0582414676800756,0.1321321049842074,0.1648084324692353,0.2603907884897855,0.243360643476018,0.0271618194129664,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_h3k4me3_rrbs_seed_44
mlp,mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0696153613763785,0.1247827701466748,0.1609095906663914,0.2756570990679223,0.2775383280320885,0.0258918963684256,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_h3k4me3_rrbs_seed_43
mlp,mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.0914762529811475,0.1221226399761261,0.1554630356321218,0.3025792640125889,0.2952846749645527,0.0241687554479543,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_h3k4me3_rrbs_seed_42
mlp,mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.061147836340334,0.1235891519990538,0.1572691255432627,0.263436556233416,0.2488402392940134,0.0247335778491425,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_mlp_sequence_h3k4me3_rrbs_seed_45
cnn(3|3),mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.0494990899816186,0.1236878062127008,0.1590139663355033,0.2264470171989057,0.234442911976579,0.0252854414897486,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_3
cnn(3|3),mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0306265313160809,0.1304917133212702,0.1672072912877023,0.1953044016676033,0.190078195471639,0.0279582782597705,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_3
cnn(3|3),mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0395826544439517,0.129470986337387,0.1634860353185565,0.2019412163846932,0.2046721958330435,0.0267276837441803,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_3
cnn(3|3),mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.0523048379290983,0.1234214574828033,0.1580080444109204,0.2390907612329432,0.2364951455352016,0.0249665420985634,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_3
cnn(5|3),mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.06599110943265,0.1247192058353665,0.1576284144297617,0.2851824868308795,0.2718392448588526,0.0248467170356407,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_5
cnn(5|3),mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.0629529593517799,0.1210380742870379,0.1571178628002465,0.2780499436088038,0.2712791383609074,0.024686022810917,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_5
cnn(5|3),mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0695413952563639,0.1258074269583569,0.160915986742304,0.2721007318170971,0.2599951238158868,0.0258939547892493,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_5
cnn(5|3),mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0601483155719841,0.1274978603555251,0.164641498036913,0.2677957484853006,0.269721551581927,0.0271068228758388,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_5
cnn(7|3),mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.09441646545483,0.1213992255640112,0.1552112729369221,0.3073807336629994,0.2895971320879683,0.0240905392466997,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_42_kernel_7
cnn(7|3),mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0824560899187452,0.1281850902829505,0.162675846558426,0.2937347966040295,0.2713407988298923,0.0264634310535005,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_44_kernel_7
cnn(7|3),mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0799662693168782,0.1248736835979795,0.1600119947960608,0.288264619728001,0.2961601618126541,0.0256038384786146,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_43_kernel_7
cnn(7|3),mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.0815706077830451,0.12157488317336,0.1555491897412015,0.2939219625243577,0.2812933013978572,0.0241955504291443,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_cnn_sequence_h3k4me3_rrbs_seed_45_kernel_7
transformer,mixed,none,sequence_h3k4me3_rrbs,45,11694,2554,2501,0.0566848542096291,0.1244921592572826,0.1576424841855759,0.2541090332672234,0.2453190507180602,0.0248511528201995,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_h3k4me3_rrbs_seed_45
transformer,mixed,none,sequence_h3k4me3_rrbs,42,11738,2485,2526,0.079710459588225,0.1237356757977954,0.1564664557054859,0.284225999803915,0.2756071096204647,0.0244817517610367,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_h3k4me3_rrbs_seed_42
transformer,mixed,none,sequence_h3k4me3_rrbs,44,11709,2537,2503,0.0628189634424816,0.1295003840681932,0.1644074120228929,0.2624495703517531,0.2607993015721326,0.0270297971280652,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_h3k4me3_rrbs_seed_44
transformer,mixed,none,sequence_h3k4me3_rrbs,43,11736,2514,2499,0.0980246726013027,0.1256066309580463,0.1584338564184723,0.3175561172525132,0.3065619197102213,0.025101286859629,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_transformer_sequence_h3k4me3_rrbs_seed_43
linear,mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0635481377068856,0.1300049796330976,0.1643434409347994,0.2593425335699859,0.2460524832183991,0.0270087665782899,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_44
linear,mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0669559638609884,0.1239185785120289,0.1567819049315065,0.2670091317610601,0.2548988559177392,0.0245805657139519,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_45
linear,mixed,none,sequence_ctcf_dnase_h3k4me3,42,11738,2485,2526,0.0886586632304966,0.1218940734130863,0.1557039164941871,0.2982175174210441,0.2911842597597587,0.0242437096116288,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_42
linear,mixed,none,sequence_ctcf_dnase_h3k4me3,43,11736,2514,2499,0.0759463788789508,0.1280018087432281,0.1603611828651991,0.2788716821021557,0.2752679152126453,0.0257157089699258,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_linear_sequence_ctcf_dnase_h3k4me3_seed_43
xgboost,mixed,none,sequence_ctcf_dnase_h3k4me3,44,11709,2537,2503,0.0896425616798743,0.1278954381480384,0.1620375318747337,0.2998417731700472,0.2892085939257942,0.0262561617360553,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_44
xgboost,mixed,none,sequence_ctcf_dnase_h3k4me3,45,11694,2554,2501,0.0889982096044242,0.1221776821469541,0.154918927428581,0.29931637883368,0.2875624371020558,0.0239998740756219,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,mixed_xgboost_sequence_ctcf_dnase_h3k4me3_seed_45
