run_name,model,split_type,cell_line,cell_lines,environment,random_seed,sequence_kernel,input_shape_train,input_shape_valid,input_shape_test,R2
mixed_transformer_sequence_rrbs_seed_43,transformer,mixed,none,,sequence_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1218059337035305
mixed_transformer_sequence_rrbs_seed_45,transformer,mixed,none,,sequence_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1337666302881216
mixed_transformer_sequence_rrbs_seed_44,transformer,mixed,none,,sequence_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0904960086457729
mixed_linear_sequence_ctcf_dnase_seed_44,linear,mixed,none,,sequence_ctcf_dnase,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0690866908999894
mixed_linear_sequence_ctcf_dnase_seed_45,linear,mixed,none,,sequence_ctcf_dnase,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0831334137742579
mixed_linear_sequence_ctcf_dnase_seed_42,linear,mixed,none,,sequence_ctcf_dnase,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-8.136407318347567e+18
mixed_linear_sequence_ctcf_dnase_seed_43,linear,mixed,none,,sequence_ctcf_dnase,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0929700049676501
mixed_xgboost_sequence_ctcf_dnase_seed_44,xgboost,mixed,none,,sequence_ctcf_dnase,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.156085190663844
mixed_xgboost_sequence_ctcf_dnase_seed_42,xgboost,mixed,none,,sequence_ctcf_dnase,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1536112649573942
mixed_xgboost_sequence_ctcf_dnase_seed_45,xgboost,mixed,none,,sequence_ctcf_dnase,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1823333501221649
mixed_xgboost_sequence_ctcf_dnase_seed_43,xgboost,mixed,none,,sequence_ctcf_dnase,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1681533790126438
mixed_mlp_sequence_ctcf_dnase_seed_42,mlp,mixed,none,,sequence_ctcf_dnase,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0906037094995028
mixed_mlp_sequence_ctcf_dnase_seed_44,mlp,mixed,none,,sequence_ctcf_dnase,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1213223883345069
mixed_mlp_sequence_ctcf_dnase_seed_45,mlp,mixed,none,,sequence_ctcf_dnase,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1243224217501639
mixed_mlp_sequence_ctcf_dnase_seed_43,mlp,mixed,none,,sequence_ctcf_dnase,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.116938120810324
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0662338698801655
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.06312833206108
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0458434472561843
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_dnase,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0762153017099058
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1530108669060085
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1506486463889399
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1190264256258489
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_dnase,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.115684582413724
mixed_cnn_sequence_ctcf_dnase_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1551117202775304
mixed_cnn_sequence_ctcf_dnase_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1765256846260198
mixed_cnn_sequence_ctcf_dnase_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1359478697975303
mixed_cnn_sequence_ctcf_dnase_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_dnase,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1271959303034665
mixed_transformer_sequence_ctcf_dnase_seed_44,transformer,mixed,none,,sequence_ctcf_dnase,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1153337531303516
mixed_transformer_sequence_ctcf_dnase_seed_43,transformer,mixed,none,,sequence_ctcf_dnase,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1182365011147894
mixed_transformer_sequence_ctcf_dnase_seed_42,transformer,mixed,none,,sequence_ctcf_dnase,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1083728925353963
mixed_transformer_sequence_ctcf_dnase_seed_45,transformer,mixed,none,,sequence_ctcf_dnase,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1346995650999194
mixed_linear_sequence_ctcf_h3k4me3_seed_45,linear,mixed,none,,sequence_ctcf_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0849431291511916
mixed_linear_sequence_ctcf_h3k4me3_seed_44,linear,mixed,none,,sequence_ctcf_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0687030612198194
mixed_linear_sequence_ctcf_h3k4me3_seed_43,linear,mixed,none,,sequence_ctcf_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0920234099379615
mixed_linear_sequence_ctcf_h3k4me3_seed_42,linear,mixed,none,,sequence_ctcf_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0716131288441221
mixed_xgboost_sequence_ctcf_h3k4me3_seed_44,xgboost,mixed,none,,sequence_ctcf_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1525460935438767
mixed_xgboost_sequence_ctcf_h3k4me3_seed_43,xgboost,mixed,none,,sequence_ctcf_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1690823008520494
mixed_xgboost_sequence_ctcf_h3k4me3_seed_45,xgboost,mixed,none,,sequence_ctcf_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1814495657557409
mixed_xgboost_sequence_ctcf_h3k4me3_seed_42,xgboost,mixed,none,,sequence_ctcf_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1503835266033408
mixed_mlp_sequence_ctcf_h3k4me3_seed_43,mlp,mixed,none,,sequence_ctcf_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1085471911594105
mixed_mlp_sequence_ctcf_h3k4me3_seed_42,mlp,mixed,none,,sequence_ctcf_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0882500338643854
mixed_mlp_sequence_ctcf_h3k4me3_seed_45,mlp,mixed,none,,sequence_ctcf_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1098386170185498
mixed_mlp_sequence_ctcf_h3k4me3_seed_44,mlp,mixed,none,,sequence_ctcf_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0842300511276142
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0671051450815589
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0592975983055856
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0739371116804549
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0669943232189633
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1261688790840091
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1303921905764318
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1385714924308145
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_h3k4me3,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1397197344576188
mixed_cnn_sequence_ctcf_h3k4me3_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1810698402100625
mixed_cnn_sequence_ctcf_h3k4me3_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1239931553708992
mixed_cnn_sequence_ctcf_h3k4me3_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1367437817948955
mixed_cnn_sequence_ctcf_h3k4me3_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_h3k4me3,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1507239676126628
mixed_transformer_sequence_ctcf_h3k4me3_seed_45,transformer,mixed,none,,sequence_ctcf_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1167926158276461
mixed_transformer_sequence_ctcf_h3k4me3_seed_44,transformer,mixed,none,,sequence_ctcf_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0804840497156579
mixed_transformer_sequence_ctcf_h3k4me3_seed_43,transformer,mixed,none,,sequence_ctcf_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1163084237070912
mixed_transformer_sequence_ctcf_h3k4me3_seed_42,transformer,mixed,none,,sequence_ctcf_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1094426328668597
mixed_linear_sequence_ctcf_rrbs_seed_44,linear,mixed,none,,sequence_ctcf_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0690443077935889
mixed_linear_sequence_ctcf_rrbs_seed_42,linear,mixed,none,,sequence_ctcf_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0730943996522088
mixed_linear_sequence_ctcf_rrbs_seed_43,linear,mixed,none,,sequence_ctcf_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0941928167698923
mixed_linear_sequence_ctcf_rrbs_seed_45,linear,mixed,none,,sequence_ctcf_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0860678242299841
mixed_xgboost_sequence_ctcf_rrbs_seed_45,xgboost,mixed,none,,sequence_ctcf_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1812638257766946
mixed_xgboost_sequence_ctcf_rrbs_seed_44,xgboost,mixed,none,,sequence_ctcf_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1510401740841074
mixed_xgboost_sequence_ctcf_rrbs_seed_42,xgboost,mixed,none,,sequence_ctcf_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1511222084792377
mixed_xgboost_sequence_ctcf_rrbs_seed_43,xgboost,mixed,none,,sequence_ctcf_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.16643038862818
mixed_mlp_sequence_ctcf_rrbs_seed_45,mlp,mixed,none,,sequence_ctcf_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1231579065191331
mixed_mlp_sequence_ctcf_rrbs_seed_44,mlp,mixed,none,,sequence_ctcf_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1185003469112712
mixed_mlp_sequence_ctcf_rrbs_seed_43,mlp,mixed,none,,sequence_ctcf_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1241008365344868
mixed_mlp_sequence_ctcf_rrbs_seed_42,mlp,mixed,none,,sequence_ctcf_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0946080154688161
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0553735888182811
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0562372035958806
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0731275576690286
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_ctcf_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0679864023716022
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_rrbs,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1331676068982503
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_rrbs,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1240503478027887
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_rrbs,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1391990582987847
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_ctcf_rrbs,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1371108122918084
mixed_cnn_sequence_ctcf_rrbs_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_rrbs,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1826103801639013
mixed_cnn_sequence_ctcf_rrbs_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_rrbs,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1465695416844388
mixed_cnn_sequence_ctcf_rrbs_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_rrbs,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1480262117016839
mixed_cnn_sequence_ctcf_rrbs_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_ctcf_rrbs,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1400135755086095
mixed_transformer_sequence_ctcf_rrbs_seed_42,transformer,mixed,none,,sequence_ctcf_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1020915602703214
mixed_transformer_sequence_ctcf_rrbs_seed_45,transformer,mixed,none,,sequence_ctcf_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1376215316736828
mixed_transformer_sequence_ctcf_rrbs_seed_44,transformer,mixed,none,,sequence_ctcf_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0956114023385409
mixed_transformer_sequence_ctcf_rrbs_seed_43,transformer,mixed,none,,sequence_ctcf_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1167783140035707
mixed_linear_sequence_dnase_h3k4me3_seed_43,linear,mixed,none,,sequence_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0939169902841849
mixed_linear_sequence_dnase_h3k4me3_seed_44,linear,mixed,none,,sequence_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",-3.22055044971845e+18
mixed_linear_sequence_dnase_h3k4me3_seed_45,linear,mixed,none,,sequence_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0811723071684672
mixed_linear_sequence_dnase_h3k4me3_seed_42,linear,mixed,none,,sequence_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-1.9024078810207245e+18
mixed_xgboost_sequence_dnase_h3k4me3_seed_45,xgboost,mixed,none,,sequence_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1864045131552327
mixed_xgboost_sequence_dnase_h3k4me3_seed_42,xgboost,mixed,none,,sequence_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1535407599014311
mixed_xgboost_sequence_dnase_h3k4me3_seed_43,xgboost,mixed,none,,sequence_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1690345839737409
mixed_xgboost_sequence_dnase_h3k4me3_seed_44,xgboost,mixed,none,,sequence_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1562246681385414
mixed_mlp_sequence_dnase_h3k4me3_seed_43,mlp,mixed,none,,sequence_dnase_h3k4me3,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1194665136676496
mixed_mlp_sequence_dnase_h3k4me3_seed_44,mlp,mixed,none,,sequence_dnase_h3k4me3,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0886829462256701
mixed_mlp_sequence_dnase_h3k4me3_seed_45,mlp,mixed,none,,sequence_dnase_h3k4me3,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1034124079309376
mixed_mlp_sequence_dnase_h3k4me3_seed_42,mlp,mixed,none,,sequence_dnase_h3k4me3,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0892649084002802
mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0644622274138555
mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0413902771393918
mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0684627258543294
mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.048737874825966
mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_h3k4me3,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1320624713092939
mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_h3k4me3,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1220128456076243
mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_h3k4me3,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1110575845459127
mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_h3k4me3,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1532333094838891
mixed_cnn_sequence_dnase_h3k4me3_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_h3k4me3,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1207716862122125
mixed_cnn_sequence_dnase_h3k4me3_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_h3k4me3,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1417850950777544
mixed_cnn_sequence_dnase_h3k4me3_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_h3k4me3,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1457181714345614
mixed_cnn_sequence_dnase_h3k4me3_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_h3k4me3,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1632553583981569
mixed_transformer_sequence_dnase_h3k4me3_seed_44,transformer,mixed,none,,sequence_dnase_h3k4me3,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0957869459385909
mixed_transformer_sequence_dnase_h3k4me3_seed_42,transformer,mixed,none,,sequence_dnase_h3k4me3,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0955706674942473
mixed_transformer_sequence_dnase_h3k4me3_seed_45,transformer,mixed,none,,sequence_dnase_h3k4me3,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1152173959311003
mixed_transformer_sequence_dnase_h3k4me3_seed_43,transformer,mixed,none,,sequence_dnase_h3k4me3,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1327898386710837
mixed_linear_sequence_dnase_rrbs_seed_43,linear,mixed,none,,sequence_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.096208220265393
mixed_linear_sequence_dnase_rrbs_seed_42,linear,mixed,none,,sequence_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",-2.0037890397730835e+17
mixed_linear_sequence_dnase_rrbs_seed_45,linear,mixed,none,,sequence_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0824138292241811
mixed_linear_sequence_dnase_rrbs_seed_44,linear,mixed,none,,sequence_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",-2.505109676178888e+17
mixed_xgboost_sequence_dnase_rrbs_seed_43,xgboost,mixed,none,,sequence_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1638882113512456
mixed_xgboost_sequence_dnase_rrbs_seed_44,xgboost,mixed,none,,sequence_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1435557314508662
mixed_xgboost_sequence_dnase_rrbs_seed_42,xgboost,mixed,none,,sequence_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.156020697178134
mixed_xgboost_sequence_dnase_rrbs_seed_45,xgboost,mixed,none,,sequence_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.1812491442321739
mixed_mlp_sequence_dnase_rrbs_seed_42,mlp,mixed,none,,sequence_dnase_rrbs,42,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.104077086878408
mixed_mlp_sequence_dnase_rrbs_seed_44,mlp,mixed,none,,sequence_dnase_rrbs,44,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0835993785191654
mixed_mlp_sequence_dnase_rrbs_seed_43,mlp,mixed,none,,sequence_dnase_rrbs,43,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.0954187273451548
mixed_mlp_sequence_dnase_rrbs_seed_45,mlp,mixed,none,,sequence_dnase_rrbs,45,3,"[11724, 184]","[2512, 184]","[2513, 184]",0.137079590842173
mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_rrbs,44,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0351515920325914
mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_rrbs,43,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0558499906038043
mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_rrbs,42,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0642550695909355
mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_3,cnn(3|3),mixed,none,,sequence_dnase_rrbs,45,3,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.0678816913193787
mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_rrbs,45,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1423960779818442
mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_rrbs,43,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1228393927721009
mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_rrbs,42,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.126351644376721
mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_5,cnn(5|3),mixed,none,,sequence_dnase_rrbs,44,5,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1029381689511087
mixed_cnn_sequence_dnase_rrbs_seed_42_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_rrbs,42,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1543619461964768
mixed_cnn_sequence_dnase_rrbs_seed_44_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_rrbs,44,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1035551056151571
mixed_cnn_sequence_dnase_rrbs_seed_43_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_rrbs,43,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1550892225174718
mixed_cnn_sequence_dnase_rrbs_seed_45_kernel_7,cnn(7|3),mixed,none,,sequence_dnase_rrbs,45,7,"[11724, 23, 8]","[2512, 23, 8]","[2513, 23, 8]",0.1542471326477019
